"month","year","park","ndvi_monthly_mean"
1,2013,"BANF",0.0365781762390252
2,2013,"BANF",0.143377167199099
3,2013,"BANF",0.0448125754695884
4,2013,"BANF",0.0447648939617329
5,2013,"BANF",0.0446709327726023
6,2013,"BANF",0.15991545848963
7,2013,"BANF",0.0602297123969817
8,2013,"BANF",0.041252019893665
9,2013,"BANF",0.0466895123655063
10,2013,"BANF",0.0466734558062423
11,2013,"BANF",0.101913617766618
12,2013,"BANF",0.159495258920881
1,2014,"BANF",0.0118781519002982
2,2014,"BANF",0.151635343528105
3,2014,"BANF",0.0149065257925482
4,2014,"BANF",0.03056183619144
5,2014,"BANF",0.0245726867015769
6,2014,"BANF",0.195033027538855
7,2014,"BANF",0.0490083694842733
8,2014,"BANF",0.0165654168064335
9,2014,"BANF",0.00919741925318661
10,2014,"BANF",0.0242781643017693
11,2014,"BANF",0.108799629541249
12,2014,"BANF",0.141406095789881
1,2015,"BANF",0.0306872979844424
2,2015,"BANF",0.174290815305508
3,2015,"BANF",0.0116285490759263
4,2015,"BANF",0.0209770982355375
5,2015,"BANF",0.0183801693207036
6,2015,"BANF",0.150197829360333
7,2015,"BANF",0.121813169043313
8,2015,"BANF",0.0272783474149482
9,2015,"BANF",0.0582117620667692
10,2015,"BANF",0.0281286778421678
11,2015,"BANF",0.147626690479338
12,2015,"BANF",0.113377644375295
1,2016,"BANF",0.0392240209186785
2,2016,"BANF",0.151589515064268
3,2016,"BANF",0.00784351578399079
4,2016,"BANF",0.0280611814888786
5,2016,"BANF",0.0173072675435311
6,2016,"BANF",0.112442452204091
7,2016,"BANF",0.108440180082138
8,2016,"BANF",0.0293873619101469
9,2016,"BANF",0.0687778071685068
10,2016,"BANF",0.0365528429491342
11,2016,"BANF",0.0442988071938235
12,2016,"BANF",0.11888455916289
1,2017,"BANF",0.00790436901997211
2,2017,"BANF",0.213399328742514
3,2017,"BANF",0.0331143918648598
4,2017,"BANF",0.0201338567662029
5,2017,"BANF",0.0223774853902431
6,2017,"BANF",0.21979624240332
7,2017,"BANF",0.0838051493573054
8,2017,"BANF",0.00860063897321
9,2017,"BANF",0.0288896465944906
10,2017,"BANF",0.00599368580265568
11,2017,"BANF",0.0586808946833332
12,2017,"BANF",0.137374773051734
1,2018,"BANF",0.0112296927580546
2,2018,"BANF",0.204478841003785
3,2018,"BANF",0.0272118185104822
4,2018,"BANF",0.0123551030535383
5,2018,"BANF",0.0112989073795218
6,2018,"BANF",0.180914389680142
7,2018,"BANF",0.0929518896710381
8,2018,"BANF",0.0156811841245879
9,2018,"BANF",0.0609184508280365
10,2018,"BANF",0.0255377065765758
11,2018,"BANF",0.0521115818275753
12,2018,"BANF",0.0724763042860082
1,2019,"BANF",0.022848352929972
2,2019,"BANF",0.180819430555387
3,2019,"BANF",-0.00097949386006911
4,2019,"BANF",0.0213758560001984
5,2019,"BANF",0.0243585703729236
6,2019,"BANF",0.116560806343236
7,2019,"BANF",0.0681842527286614
8,2019,"BANF",0.0263635634303048
9,2019,"BANF",0.0173315723218171
10,2019,"BANF",0.017524355940123
11,2019,"BANF",0.0316709488330748
12,2019,"BANF",0.107114253339555
1,2020,"BANF",0.0123302007891438
2,2020,"BANF",0.223792843419326
3,2020,"BANF",0.0227297551815961
4,2020,"BANF",0.0153696967949726
5,2020,"BANF",0.000701012048005667
6,2020,"BANF",0.153044867919679
7,2020,"BANF",0.0448963884962907
8,2020,"BANF",0.0155396963005143
9,2020,"BANF",0.00806035094708317
10,2020,"BANF",0.0183275370621683
11,2020,"BANF",0.0526219320091554
12,2020,"BANF",0.172044438367657
1,2021,"BANF",0.022410794826734
2,2021,"BANF",0.154449724225779
3,2021,"BANF",-0.00130080697427315
4,2021,"BANF",0.0175187246981449
5,2021,"BANF",0.0230908831285594
6,2021,"BANF",0.244490740965822
7,2021,"BANF",0.124147763352074
8,2021,"BANF",0.0302488621926319
9,2021,"BANF",0.0259024693555014
10,2021,"BANF",0.020965965955111
11,2021,"BANF",0.102746246175767
12,2021,"BANF",0.136513460905114
1,2010,"ELKI",0.122603611199088
2,2010,"ELKI",0.356354166666667
3,2010,"ELKI",-0.0383822081739208
4,2010,"ELKI",-0.0201666666725905
5,2010,"ELKI",-0.0368138172077881
6,2010,"ELKI",0.369024443905585
7,2010,"ELKI",0.328933055902045
8,2010,"ELKI",0.0102430107329222
9,2010,"ELKI",0.0986172221593171
10,2010,"ELKI",0.0894580554906351
11,2010,"ELKI",0.177342222504095
12,2010,"ELKI",0.246817777578579
1,2011,"ELKI",0.0151791666266731
2,2011,"ELKI",0.596804761462552
3,2011,"ELKI",0.0182586919285078
4,2011,"ELKI",-0.019514880992631
5,2011,"ELKI",-0.0305561095209101
6,2011,"ELKI",0.443372500262017
7,2011,"ELKI",0.279653333339716
8,2011,"ELKI",-0.014366666686623
9,2011,"ELKI",0.201222222026653
10,2011,"ELKI",0.0733147222307035
11,2011,"ELKI",0.192094722264141
12,2011,"ELKI",0.447026666274518
1,2012,"ELKI",0.108205555644319
2,2012,"ELKI",0.502155459796243
3,2012,"ELKI",-0.0385338879765854
4,2012,"ELKI",0.00763160920118587
5,2012,"ELKI",0.00043782992204969
6,2012,"ELKI",0.470047500133299
7,2012,"ELKI",0.318077499386782
8,2012,"ELKI",0.023868010748845
9,2012,"ELKI",0.184847500116262
10,2012,"ELKI",-0.0163206565885292
11,2012,"ELKI",0.107058333575366
12,2012,"ELKI",0.405433055651091
1,2013,"ELKI",-0.00797583332385247
2,2013,"ELKI",0.42587589347359
3,2013,"ELKI",-0.043031855277704
4,2013,"ELKI",-0.0176068452449741
5,2013,"ELKI",-0.0383553763935553
6,2013,"ELKI",0.445259722363353
7,2013,"ELKI",0.287564999627715
8,2013,"ELKI",-0.0201325268929865
9,2013,"ELKI",0.23265472216573
10,2013,"ELKI",-0.0112944444407936
11,2013,"ELKI",0.155631666664588
12,2013,"ELKI",0.44736138883622
1,2014,"ELKI",0.0967736364749053
2,2014,"ELKI",0.509263829713099
3,2014,"ELKI",0.0264451660567621
4,2014,"ELKI",0.0184309259206201
5,2014,"ELKI",-0.00208311502490603
6,2014,"ELKI",0.664848341822267
7,2014,"ELKI",0.383438501315979
8,2014,"ELKI",0.0305573192040457
9,2014,"ELKI",0.177962638616222
10,2014,"ELKI",0.0885655832043478
11,2014,"ELKI",0.260483465642408
12,2014,"ELKI",0.344297501673656
1,2015,"ELKI",0.172976740693061
2,2015,"ELKI",0.558847817032181
3,2015,"ELKI",0.0408943459272718
4,2015,"ELKI",0.0211488789794239
5,2015,"ELKI",0.0434192676041019
6,2015,"ELKI",0.591506161582012
7,2015,"ELKI",0.465855931964357
8,2015,"ELKI",0.0628744532876931
9,2015,"ELKI",0.415291288794713
10,2015,"ELKI",0.141574267116244
