"month","year","park","ndvi_monthly_mean","scaled_mean_ndvi"
8,2007,"KEJI",0.145155887124979,0.572577943562489
9,2007,"KEJI",0.244551186619023,0.622275593309512
10,2007,"KEJI",0.12732033287332,0.56366016643666
11,2007,"KEJI",0.276989752583597,0.638494876291798
12,2007,"KEJI",0.504998722772582,0.752499361386291
1,2008,"KEJI",0.286718310775219,0.643359155387609
2,2008,"KEJI",0.265737496115064,0.632868748057532
3,2008,"KEJI",0.0933393848228337,0.546669692411417
4,2008,"KEJI",0.045723599585401,0.522861799792701
5,2008,"KEJI",0.0313310598559277,0.515665529927964
6,2008,"KEJI",0.323123195434097,0.661561597717048
7,2008,"KEJI",0.295622213399316,0.647811106699658
8,2008,"KEJI",0.0993969711672581,0.549698485583629
9,2008,"KEJI",0.313399088707587,0.656699544353794
10,2008,"KEJI",0.0867775525083626,0.543388776254181
11,2008,"KEJI",0.206270102069495,0.603135051034748
12,2008,"KEJI",0.283945135819845,0.641972567909923
1,2009,"KEJI",0.25266295742503,0.626331478712515
2,2009,"KEJI",0.343885903414809,0.671942951707404
3,2009,"KEJI",0.0421718722000897,0.521085936100045
4,2009,"KEJI",0.0343002923993045,0.517150146199652
5,2009,"KEJI",0.0231793365098675,0.511589668254934
6,2009,"KEJI",0.255612316264178,0.627806158132089
7,2009,"KEJI",0.212878140575444,0.606439070287722
8,2009,"KEJI",0.0826953313784459,0.541347665689223
9,2009,"KEJI",0.163921124925146,0.581960562462573
10,2009,"KEJI",0.159255605722741,0.579627802861371
11,2009,"KEJI",0.172383165215608,0.586191582607804
12,2009,"KEJI",0.362355371766116,0.681177685883058
1,2000,"KOOT",0.0792635144472802,0.53963175722364
2,2000,"KOOT",0.260365930524606,0.630182965262303
3,2000,"KOOT",0.072549019878533,0.536274509939267
4,2000,"KOOT",0.0788284933761702,0.539414246688085
5,2000,"KOOT",0.0697970477873141,0.534898523893657
6,2000,"KOOT",0.17976792984629,0.589883964923145
7,2000,"KOOT",0.0761822934807013,0.538091146740351
8,2000,"KOOT",0.0619578516802358,0.530978925840118
9,2000,"KOOT",0.0714199943694757,0.535709997184738
10,2000,"KOOT",0.129004062069966,0.564502031034983
11,2000,"KOOT",0.158456760957078,0.579228380478539
12,2000,"KOOT",0.205122183261904,0.602561091630952
1,2001,"KOOT",0.0566864164559101,0.528343208227955
2,2001,"KOOT",0.249387289195019,0.62469364459751
3,2001,"KOOT",0.0970319782898659,0.548515989144933
4,2001,"KOOT",0.0842047794161175,0.542102389708059
5,2001,"KOOT",0.094331987105031,0.547165993552515
6,2001,"KOOT",0.184286099253361,0.592143049626681
7,2001,"KOOT",0.0906726671807163,0.545336333590358
8,2001,"KOOT",0.0705091404995366,0.535254570249768
9,2001,"KOOT",0.0865863014300445,0.543293150715022
10,2001,"KOOT",0.0876826863109657,0.543841343155483
11,2001,"KOOT",0.143080106793207,0.571540053396604
12,2001,"KOOT",0.248226861990153,0.624113430995077
1,2002,"KOOT",0.0739438667476916,0.536971933373846
2,2002,"KOOT",0.0595272896639158,0.529763644831958
3,2002,"KOOT",0.198649519585968,0.599324759792984
4,2002,"KOOT",0.0994694944571092,0.549734747228555
5,2002,"KOOT",0.0677553055900701,0.533877652795035
6,2002,"KOOT",0.213097943202631,0.606548971601315
7,2002,"KOOT",0.10882143502631,0.554410717513155
8,2002,"KOOT",0.0471619922145262,0.523580996107263
9,2002,"KOOT",0.0492384280641406,0.52461921403207
10,2002,"KOOT",0.116764241680638,0.558382120840319
11,2002,"KOOT",0.149335833242212,0.574667916621106
12,2002,"KOOT",0.140951940521238,0.570475970260619
1,2003,"KOOT",0.047416485924891,0.523708242962445
2,2003,"KOOT",0.184659039305708,0.592329519652854
3,2003,"KOOT",0.0674434471239931,0.533721723561997
4,2003,"KOOT",0.0740651848062522,0.537032592403126
5,2003,"KOOT",0.0706277507386784,0.535313875369339
6,2003,"KOOT",0.246221631205674,0.623110815602837
7,2003,"KOOT",0.11476752802117,0.557383764010585
8,2003,"KOOT",0.0434086161134602,0.52170430805673
9,2003,"KOOT",0.045198547373235,0.522599273686618
10,2003,"KOOT",0.0645956667371151,0.532297833368558
11,2003,"KOOT",0.13037516061802,0.56518758030901
12,2003,"KOOT",0.170301390868923,0.585150695434462
1,2004,"KOOT",0.0738096539385034,0.536904826969252
2,2004,"KOOT",0.150617461979367,0.575308730989683
3,2004,"KOOT",0.0558515160874051,0.527925758043703
4,2004,"KOOT",0.0793594445111548,0.539679722255577
5,2004,"KOOT",0.0506111343658531,0.525305567182927
6,2004,"KOOT",0.150080473057797,0.575040236528898
7,2004,"KOOT",0.103542388027672,0.551771194013836
8,2004,"KOOT",0.0454207814111768,0.522710390705588
9,2004,"KOOT",0.048340203364238,0.524170101682119
10,2004,"KOOT",0.0639684815967015,0.531984240798351
11,2004,"KOOT",0.123720756676927,0.561860378338463
12,2004,"KOOT",0.100259974723016,0.550129987361508
1,2005,"KOOT",0.0675847744394642,0.533792387219732
2,2005,"KOOT",0.257470035738628,0.628735017869314
3,2005,"KOOT",0.0736362518340784,0.536818125917039
4,2005,"KOOT",0.0768148206523971,0.538407410326199
5,2005,"KOOT",0.060150330537133,0.530075165268566
6,2005,"KOOT",0.142817945160589,0.571408972580294
7,2005,"KOOT",0.062612678800625,0.531306339400312
8,2005,"KOOT",0.0574560636928416,0.528728031846421
9,2005,"KOOT",0.0750386980593147,0.537519349029657
10,2005,"KOOT",0.0611427930091756,0.530571396504588
11,2005,"KOOT",0.0888227913439096,0.544411395671955
12,2005,"KOOT",0.13228610511783,0.566143052558915
1,2006,"KOOT",0.045741166250835,0.522870583125417
2,2006,"KOOT",0.19772509334072,0.59886254667036
3,2006,"KOOT",0.0569967288154035,0.528498364407702
4,2006,"KOOT",0.0525362424986618,0.526268121249331
5,2006,"KOOT",0.0376211174489032,0.518810558724452
6,2006,"KOOT",0.197253386627883,0.598626693313941
7,2006,"KOOT",0.12851877593206,0.56425938796603
8,2006,"KOOT",0.0456052998105741,0.522802649905287
9,2006,"KOOT",0.0699894512294889,0.534994725614744
10,2006,"KOOT",0.043306720118828,0.521653360059414
11,2006,"KOOT",0.171117537113655,0.585558768556828
12,2006,"KOOT",0.188019154494415,0.594009577247207
1,2007,"KOOT",0.0423420961785064,0.521171048089253
2,2007,"KOOT",0.177577545592705,0.588788772796353
3,2007,"KOOT",0.0569475745725945,0.528473787286297
4,2007,"KOOT",0.0445237262750873,0.522261863137544
5,2007,"KOOT",0.0572707885019568,0.528635394250978
6,2007,"KOOT",0.263245567375887,0.631622783687944
7,2007,"KOOT",0.0888500148354139,0.544425007417707
8,2007,"KOOT",0.0483562153820104,0.524178107691005
9,2007,"KOOT",0.0549155105920819,0.527457755296041
10,2007,"KOOT",0.0743002985179688,0.537150149258984
11,2007,"KOOT",0.0921551216341743,0.546077560817087
12,2007,"KOOT",0.171202129511071,0.585601064755536
1,2008,"KOOT",0.0497390617152785,0.524869530857639
2,2008,"KOOT",0.181975098452903,0.590987549226451
3,2008,"KOOT",0.0569583592797526,0.528479179639876
4,2008,"KOOT",0.0552136442179175,0.527606822108959
5,2008,"KOOT",0.0572458854868492,0.528622942743425
6,2008,"KOOT",0.160582280148957,0.580291140074478
7,2008,"KOOT",0.0884963139892719,0.544248156994636
8,2008,"KOOT",0.0576333291364542,0.528816664568227
9,2008,"KOOT",0.0472021328597118,0.523601066429856
10,2008,"KOOT",0.0694891475698972,0.534744573784949
11,2008,"KOOT",0.130585004271528,0.565292502135764
12,2008,"KOOT",0.21985894467107,0.609929472335535
1,2009,"KOOT",0.0481519607445121,0.524075980372256
2,2009,"KOOT",0.227404566495938,0.613702283247969
3,2009,"KOOT",0.087451556331528,0.543725778165764
4,2009,"KOOT",0.0727023017553778,0.536351150877689
5,2009,"KOOT",0.0673033424642578,0.533651671232129
6,2009,"KOOT",0.185131276579098,0.592565638289549
7,2009,"KOOT",0.115211184401649,0.557605592200825
8,2009,"KOOT",0.0497229817603651,0.524861490880183
9,2009,"KOOT",0.0653352906914977,0.532667645345749
10,2009,"KOOT",0.0486560691515422,0.524328034575771
11,2009,"KOOT",0.0615293026617669,0.530764651330883
12,2009,"KOOT",0.270268368841086,0.635134184420543
1,2000,"KOUC",0.0720097140774921,0.536004857038746
2,2000,"KOUC",0.183590956408646,0.591795478204323
3,2000,"KOUC",0.038597127203693,0.519298563601846
4,2000,"KOUC",0.000825909285180497,0.50041295464259
5,2000,"KOUC",0.00691926674637517,0.503459633373188
6,2000,"KOUC",0.160113893635318,0.580056946817659
7,2000,"KOUC",0.233341306828219,0.61667065341411
8,2000,"KOUC",0.0321758950237011,0.51608794751185
9,2000,"KOUC",0.106110360181972,0.553055180090986
10,2000,"KOUC",0.0303907904481199,0.51519539522406
11,2000,"KOUC",0.0900580927030738,0.545029046351537
12,2000,"KOUC",0.215609360029436,0.607804680014718
1,2001,"KOUC",0.019384935780564,0.509692467890282
2,2001,"KOUC",0.231411494950468,0.615705747475234
3,2001,"KOUC",0.120091049872457,0.560045524936229
4,2001,"KOUC",-0.00194488757245323,0.499027556213773
5,2001,"KOUC",-0.00591953877117035,0.497040230614415
6,2001,"KOUC",0.226825435739236,0.613412717869618
7,2001,"KOUC",0.196561641168176,0.598280820584088
8,2001,"KOUC",-0.0143267687707267,0.492836615614637
9,2001,"KOUC",0.171922681315216,0.585961340657608
10,2001,"KOUC",0.0979301778457747,0.548965088922887
11,2001,"KOUC",0.202932771316211,0.601466385658106
12,2001,"KOUC",0.268210927823318,0.634105463911659
1,2002,"KOUC",-0.0138726963514047,0.493063651824298
2,2002,"KOUC",0.091718591082201,0.5458592955411
3,2002,"KOUC",0.268797129036371,0.634398564518186
4,2002,"KOUC",0.0450541080494064,0.522527054024703
5,2002,"KOUC",0.0113391311586115,0.505669565579306
6,2002,"KOUC",0.184632077171767,0.592316038585883
7,2002,"KOUC",0.146604358691418,0.573302179345709
8,2002,"KOUC",0.0152048515014457,0.507602425750723
9,2002,"KOUC",0.146495780249499,0.57324789012475
10,2002,"KOUC",0.0742030989174623,0.537101549458731
11,2002,"KOUC",0.183106829493448,0.591553414746724
12,2002,"KOUC",0.213078163552554,0.606539081776277
1,2003,"KOUC",0.0406886108184085,0.520344305409204
2,2003,"KOUC",0.180397199503846,0.590198599751923
3,2003,"KOUC",0.0133101306296043,0.506655065314802
4,2003,"KOUC",-0.0159012254916626,0.492049387254169
5,2003,"KOUC",-0.00138561353522915,0.499307193232385
6,2003,"KOUC",0.156338435724181,0.578169217862091
7,2003,"KOUC",0.156877216439792,0.578438608219896
8,2003,"KOUC",-0.0146338098653472,0.492683095067326
9,2003,"KOUC",0.117865551279171,0.558932775639586
10,2003,"KOUC",0.13388166712427,0.566940833562135
11,2003,"KOUC",0.177401379122688,0.588700689561344
12,2003,"KOUC",0.267915287294123,0.633957643647062
1,2004,"KOUC",0.0681144031820649,0.534057201591032
2,2004,"KOUC",0.212080963487376,0.606040481743688
3,2004,"KOUC",0.0701490551862119,0.535074527593106
4,2004,"KOUC",0.00437886319713474,0.502189431598567
5,2004,"KOUC",0.00889368197504486,0.504446840987522
6,2004,"KOUC",0.176534638888574,0.588267319444287
7,2004,"KOUC",0.111243984233214,0.555621992116607
8,2004,"KOUC",-0.0113610710913857,0.494319464454307
9,2004,"KOUC",0.0981468089549737,0.549073404477487
10,2004,"KOUC",0.129237137967855,0.564618568983927
11,2004,"KOUC",0.116620298629567,0.558310149314784
12,2004,"KOUC",0.277375557542131,0.638687778771066
1,2005,"KOUC",0.130186124554639,0.565093062277319
2,2005,"KOUC",0.226649254677306,0.613324627338653
3,2005,"KOUC",0.0453096715156308,0.522654835757815
4,2005,"KOUC",-0.0162214314026569,0.491889284298672
5,2005,"KOUC",0.0219085074318964,0.510954253715948
6,2005,"KOUC",0.211631469564381,0.605815734782191
7,2005,"KOUC",0.163532237889801,0.5817661189449
8,2005,"KOUC",-0.0204945400873063,0.489752729956347
9,2005,"KOUC",0.0706542110870618,0.535327105543531
10,2005,"KOUC",0.083596333902481,0.541798166951241
11,2005,"KOUC",0.132494432850918,0.566247216425459
12,2005,"KOUC",0.237176808755772,0.618588404377886
1,2006,"KOUC",0.0962990481150223,0.548149524057511
2,2006,"KOUC",0.162851121284809,0.581425560642404
3,2006,"KOUC",0.0357970585020558,0.517898529251028
4,2006,"KOUC",-0.000151094884340342,0.49992445255783
5,2006,"KOUC",-0.00851885200742335,0.495740573996288
6,2006,"KOUC",0.131489875396487,0.565744937698244
7,2006,"KOUC",0.106617399065002,0.553308699532501
8,2006,"KOUC",0.0206121089252472,0.510306054462624
9,2006,"KOUC",0.11018229485466,0.55509114742733
10,2006,"KOUC",0.055144837131937,0.527572418565968
11,2006,"KOUC",0.0724156998142037,0.536207849907102
12,2006,"KOUC",0.20003671748367,0.600018358741835
1,2007,"KOUC",0.0608540543686878,0.530427027184344
2,2007,"KOUC",0.202123740530901,0.601061870265451
3,2007,"KOUC",-0.0133148526589371,0.493342573670531
4,2007,"KOUC",-0.00699013039850683,0.496504934800747
5,2007,"KOUC",0.0101076855648654,0.505053842782433
6,2007,"KOUC",0.114006067604308,0.557003033802154
7,2007,"KOUC",0.175880544590114,0.587940272295057
8,2007,"KOUC",0.00843440913207093,0.504217204566035
9,2007,"KOUC",0.0831166779924295,0.541558338996215
10,2007,"KOUC",0.0786987591571457,0.539349379578573
11,2007,"KOUC",0.186507928137898,0.593253964068949
12,2007,"KOUC",0.264008916877886,0.632004458438943
1,2008,"KOUC",0.0246633006069794,0.51233165030349
2,2008,"KOUC",0.0971146239728424,0.548557311986421
3,2008,"KOUC",0.0331538549399772,0.516576927469989
4,2008,"KOUC",-0.0195384230807859,0.490230788459607
5,2008,"KOUC",-0.0175066369820355,0.491246681508982
6,2008,"KOUC",0.176684645725296,0.588342322862648
7,2008,"KOUC",0.107918159312993,0.553959079656496
8,2008,"KOUC",-0.0167468536207801,0.49162657318961
9,2008,"KOUC",0.0972406524289857,0.548620326214493
10,2008,"KOUC",0.0213362134561,0.51066810672805
11,2008,"KOUC",0.123476974999011,0.561738487499506
12,2008,"KOUC",0.161156488989489,0.580578244494744
1,2009,"KOUC",0.0430826973693876,0.521541348684694
2,2009,"KOUC",0.180008458576942,0.590004229288471
3,2009,"KOUC",-0.000664940436739597,0.49966752978163
4,2009,"KOUC",-0.0147038819548799,0.49264805902256
5,2009,"KOUC",-0.0196229398770664,0.490188530061467
6,2009,"KOUC",0.124250621116354,0.562125310558177
7,2009,"KOUC",0.0993982720115569,0.549699136005778
8,2009,"KOUC",-0.010705304915032,0.494647347542484
9,2009,"KOUC",0.0932901593089825,0.546645079654491
10,2009,"KOUC",0.123720915406812,0.561860457703406
11,2009,"KOUC",0.0520000658306835,0.526000032915342
12,2009,"KOUC",0.221054258387964,0.610527129193982
1,2000,"NAHA",0.0897509939033331,0.544875496951667
2,2000,"NAHA",0.218144155922792,0.609072077961396
3,2000,"NAHA",0.438210990600938,0.719105495300469
4,2000,"NAHA",0.0440383865767455,0.522019193288373
5,2000,"NAHA",0.120096082494319,0.560048041247159
6,2000,"NAHA",0.232074206530381,0.61603710326519
7,2000,"NAHA",0.170031465830754,0.585015732915377
8,2000,"NAHA",0.0936868137345701,0.546843406867285
9,2000,"NAHA",0.0979345928419901,0.548967296420995
10,2000,"NAHA",0.0231723507925904,0.511586175396295
11,2000,"NAHA",0.0556369052846505,0.527818452642325
12,2000,"NAHA",0.187414288601881,0.593707144300941
1,2001,"NAHA",0.0167937836580892,0.508396891829045
2,2001,"NAHA",0.209229726618332,0.604614863309166
3,2001,"NAHA",0.487410934515033,0.743705467257517
4,2001,"NAHA",0.0224727226889019,0.511236361344451
5,2001,"NAHA",0.129535688342859,0.564767844171429
6,2001,"NAHA",0.165745604856092,0.582872802428046
7,2001,"NAHA",0.1358028053973,0.56790140269865
8,2001,"NAHA",0.0219328984765276,0.510966449238264
9,2001,"NAHA",0.0460781619322383,0.523039080966119
10,2001,"NAHA",0.0101281340233942,0.505064067011697
11,2001,"NAHA",0.0748355838903907,0.537417791945195
12,2001,"NAHA",0.119501143997607,0.559750571998804
1,2002,"NAHA",0.016299301581801,0.5081496507909
2,2002,"NAHA",0.00448324219947076,0.502241621099735
3,2002,"NAHA",0.130991841098267,0.565495920549133
4,2002,"NAHA",-0.0150075213715631,0.492496239314218
5,2002,"NAHA",0.153154097974494,0.576577048987247
6,2002,"NAHA",0.147543029507679,0.573771514753839
7,2002,"NAHA",0.176372899067129,0.588186449533564
8,2002,"NAHA",0.0115977779490272,0.505798888974514
9,2002,"NAHA",0.034415253001141,0.517207626500571
10,2002,"NAHA",0.0257386610551313,0.512869330527566
11,2002,"NAHA",0.0859154406210861,0.542957720310543
12,2002,"NAHA",0.154571815526275,0.577285907763137
1,2003,"NAHA",0.0139001176111858,0.506950058805593
2,2003,"NAHA",0.164526109968748,0.582263054984374
3,2003,"NAHA",0.113629827787183,0.556814913893592
4,2003,"NAHA",0.0131662703329356,0.506583135166468
5,2003,"NAHA",0.00380492880863836,0.501902464404319
6,2003,"NAHA",0.216714114331144,0.608357057165572
7,2003,"NAHA",0.0939142094099178,0.546957104704959
8,2003,"NAHA",0.0108437667085788,0.505421883354289
9,2003,"NAHA",0.067722890355664,0.533861445177832
10,2003,"NAHA",0.0264413564889659,0.513220678244483
11,2003,"NAHA",0.133756584136097,0.566878292068049
12,2003,"NAHA",0.118944782792561,0.55947239139628
1,2004,"NAHA",0.0237488048180524,0.511874402409026
2,2004,"NAHA",0.166019829730738,0.583009914865369
3,2004,"NAHA",-0.00738597617642084,0.49630701191179
4,2004,"NAHA",0.0148358040907111,0.507417902045356
5,2004,"NAHA",-0.00539417323124514,0.497302913384377
6,2004,"NAHA",0.10892683803617,0.554463419018085
7,2004,"NAHA",0.192444380194601,0.5962221900973
8,2004,"NAHA",0.0204230162198377,0.510211508109919
9,2004,"NAHA",0.0460429266544209,0.52302146332721
10,2004,"NAHA",0.0213550566751866,0.510677528337593
11,2004,"NAHA",0.0719171870609357,0.535958593530468
12,2004,"NAHA",0.103143702354523,0.551571851177261
1,2005,"NAHA",0.00768625427508862,0.503843127137544
2,2005,"NAHA",0.1502837250956,0.5751418625478
3,2005,"NAHA",-0.00734497124956453,0.496327514375218
4,2005,"NAHA",0.0118993457909846,0.505949672895492
5,2005,"NAHA",0.004223448703261,0.502111724351631
6,2005,"NAHA",0.110605883304589,0.555302941652295
7,2005,"NAHA",0.18447420642259,0.592237103211295
8,2005,"NAHA",0.00992871099077319,0.504964355495387
9,2005,"NAHA",0.0754076236113078,0.537703811805654
10,2005,"NAHA",0.01087082512369,0.505435412561845
11,2005,"NAHA",0.0710258374459881,0.535512918722994
12,2005,"NAHA",0.079629848346162,0.539814924173081
1,2006,"NAHA",0.0111460150412604,0.50557300752063
2,2006,"NAHA",0.15257881784976,0.57628940892488
3,2006,"NAHA",-0.00988969446914272,0.495055152765429
4,2006,"NAHA",0.0158433837071847,0.507921691853592
5,2006,"NAHA",-0.00709598660567614,0.496452006697162
6,2006,"NAHA",0.167768751607885,0.583884375803942
7,2006,"NAHA",0.162509223347213,0.581254611673606
8,2006,"NAHA",0.0112078735256825,0.505603936762841
9,2006,"NAHA",0.0453257566385949,0.522662878319297
10,2006,"NAHA",0.010451374825313,0.505225687412656
11,2006,"NAHA",0.0875960078138078,0.543798003906904
12,2006,"NAHA",0.123415096017809,0.561707548008905
1,2007,"NAHA",0.0127103717242895,0.506355185862145
2,2007,"NAHA",0.182415454330883,0.591207727165441
3,2007,"NAHA",-0.023045456788378,0.488477271605811
4,2007,"NAHA",0.00537550670186693,0.502687753350934
5,2007,"NAHA",0.00412180611774153,0.502060903058871
6,2007,"NAHA",0.0999605961944283,0.549980298097214
7,2007,"NAHA",0.111451230851158,0.555725615425579
8,2007,"NAHA",0.00675052927470774,0.503375264637354
9,2007,"NAHA",0.0582127923744859,0.529106396187243
10,2007,"NAHA",0.00951227180722983,0.504756135903615
11,2007,"NAHA",0.0147925859484213,0.507396292974211
12,2007,"NAHA",0.083572573861416,0.541786286930708
1,2008,"NAHA",0.00379717281951555,0.501898586409758
2,2008,"NAHA",0.161766412462309,0.580883206231155
3,2008,"NAHA",-0.017890667268961,0.491054666365519
4,2008,"NAHA",0.0129363713322578,0.506468185666129
5,2008,"NAHA",0.000452555981256858,0.500226277990628
6,2008,"NAHA",0.202299643160851,0.601149821580426
7,2008,"NAHA",0.14077104648034,0.57038552324017
8,2008,"NAHA",0.0130528101691725,0.506526405084586
9,2008,"NAHA",0.070429141953391,0.535214570976696
10,2008,"NAHA",0.00529107887764002,0.50264553943882
11,2008,"NAHA",0.0887984352149283,0.544399217607464
12,2008,"NAHA",0.118672032261111,0.559336016130556
1,2009,"NAHA",0.00678188171197632,0.503390940855988
2,2009,"NAHA",0.142354215873589,0.571177107936795
3,2009,"NAHA",-0.0043837943016201,0.49780810284919
4,2009,"NAHA",0.0142775324037224,0.507138766201861
5,2009,"NAHA",-0.000399895860976278,0.499800052069512
6,2009,"NAHA",0.222429914923755,0.611214957461877
7,2009,"NAHA",0.115539978815776,0.557769989407888
8,2009,"NAHA",0.0159474079109716,0.507973703955486
9,2009,"NAHA",0.0562334412780681,0.528116720639034
10,2009,"NAHA",0.0154537205156364,0.507726860257818
11,2009,"NAHA",0.0393828624508485,0.519691431225424
12,2009,"NAHA",0.123390063389115,0.561695031694557
1,2000,"NOVA",0.148491670159206,0.574245835079603
2,2000,"NOVA",0.182794247616054,0.591397123808027
3,2000,"NOVA",0.0314458697750181,0.515722934887509
4,2000,"NOVA",0.0636139917405412,0.531806995870271
5,2000,"NOVA",0.0430927549312673,0.521546377465634
6,2000,"NOVA",0.180514287028075,0.590257143514037
7,2000,"NOVA",0.203037060984924,0.601518530492462
8,2000,"NOVA",0.0488623233071681,0.524431161653584
9,2000,"NOVA",0.179708058483245,0.589854029241623
10,2000,"NOVA",0.0182992540376531,0.509149627018827
11,2000,"NOVA",0.0896489000171291,0.544824450008564
12,2000,"NOVA",0.202537356204694,0.601268678102347
1,2001,"NOVA",0.0140683426457064,0.507034171322853
2,2001,"NOVA",0.196306033760428,0.598153016880214
3,2001,"NOVA",0.0541285283618998,0.52706426418095
4,2001,"NOVA",0.0179818487858873,0.508990924392944
5,2001,"NOVA",0.022391964397017,0.511195982198508
6,2001,"NOVA",0.190853728678824,0.595426864339412
7,2001,"NOVA",0.148435231981892,0.574217615990946
8,2001,"NOVA",0.0101501888920181,0.505075094446009
9,2001,"NOVA",0.0802165308895049,0.540108265444752
10,2001,"NOVA",0.123047299531297,0.561523649765649
11,2001,"NOVA",0.212354022439917,0.606177011219958
12,2001,"NOVA",0.181791483535509,0.590895741767755
1,2002,"NOVA",0.0188998529801892,0.509449926490095
2,2002,"NOVA",0.113900676147463,0.556950338073732
3,2002,"NOVA",0.18632451430858,0.59316225715429
4,2002,"NOVA",0.0304130261881819,0.515206513094091
5,2002,"NOVA",0.0438881252971916,0.521944062648596
6,2002,"NOVA",0.282074508414656,0.641037254207328
7,2002,"NOVA",0.19215216818108,0.59607608409054
8,2002,"NOVA",0.0586187638231761,0.529309381911588
9,2002,"NOVA",0.135988027363263,0.567994013681631
10,2002,"NOVA",0.0513579991477883,0.525678999573894
11,2002,"NOVA",0.130475871978666,0.565237935989333
12,2002,"NOVA",0.198446675114594,0.599223337557297
1,2003,"NOVA",0.107260964141206,0.553630482070603
2,2003,"NOVA",0.201455628088277,0.600727814044139
3,2003,"NOVA",0.0307356085342827,0.515367804267141
4,2003,"NOVA",0.0279866098891332,0.513993304944567
5,2003,"NOVA",0.0248973701088705,0.512448685054435
6,2003,"NOVA",0.163201850058611,0.581600925029305
7,2003,"NOVA",0.208755533237694,0.604377766618847
8,2003,"NOVA",0.0167439065337326,0.508371953266866
9,2003,"NOVA",0.181975306449208,0.590987653224604
10,2003,"NOVA",0.0952120505029156,0.547606025251458
11,2003,"NOVA",0.110535396918787,0.555267698459393
12,2003,"NOVA",0.220264079389608,0.610132039694804
1,2004,"NOVA",0.0429170183104333,0.521458509155217
2,2004,"NOVA",0.168654700833247,0.584327350416624
3,2004,"NOVA",0.0622877724941393,0.53114388624707
4,2004,"NOVA",0.0109852558119937,0.505492627905997
5,2004,"NOVA",0.0305414223303179,0.515270711165159
6,2004,"NOVA",0.191969359033185,0.595984679516593
7,2004,"NOVA",0.0607343205671354,0.530367160283568
8,2004,"NOVA",0.0235210021640492,0.511760501082025
9,2004,"NOVA",0.18282062263207,0.591410311316035
10,2004,"NOVA",0.0771628725765885,0.538581436288294
11,2004,"NOVA",0.131616488000651,0.565808244000325
12,2004,"NOVA",0.132864083412521,0.56643204170626
1,2005,"NOVA",0.0305291709192272,0.515264585459614
2,2005,"NOVA",0.180909564852306,0.590454782426153
3,2005,"NOVA",0.054780771203427,0.527390385601713
4,2005,"NOVA",0.0222807120714689,0.511140356035734
5,2005,"NOVA",0.0360630443904019,0.518031522195201
6,2005,"NOVA",0.225352181982327,0.612676090991163
7,2005,"NOVA",0.188702380093769,0.594351190046885
8,2005,"NOVA",0.00656286846912571,0.503281434234563
9,2005,"NOVA",0.12038543042432,0.56019271521216
10,2005,"NOVA",0.0985998486668786,0.549299924333439
11,2005,"NOVA",0.119660902649628,0.559830451324814
12,2005,"NOVA",0.165979517179053,0.582989758589527
1,2006,"NOVA",0.10638666814333,0.553193334071665
2,2006,"NOVA",0.133213199029305,0.566606599514653
3,2006,"NOVA",0.0505452614229897,0.525272630711495
4,2006,"NOVA",0.0326943833622591,0.51634719168113
5,2006,"NOVA",0.070873746207771,0.535436873103886
6,2006,"NOVA",0.181290875014592,0.590645437507296
7,2006,"NOVA",0.172371708639108,0.586185854319554
8,2006,"NOVA",0.0164559477439641,0.508227973871982
9,2006,"NOVA",0.170405514328767,0.585202757164384
10,2006,"NOVA",0.153189936643121,0.576594968321561
11,2006,"NOVA",0.118061459778207,0.559030729889104
12,2006,"NOVA",0.17953109886383,0.589765549431915
1,2007,"NOVA",0.0596210963362597,0.52981054816813
2,2007,"NOVA",0.177217743929545,0.588608871964773
3,2007,"NOVA",0.0414185946248045,0.520709297312402
4,2007,"NOVA",0.0278423408333453,0.513921170416673
5,2007,"NOVA",0.0344905598279809,0.51724527991399
6,2007,"NOVA",0.166484132629846,0.583242066314923
7,2007,"NOVA",0.145307955091612,0.572653977545806
8,2007,"NOVA",0.0325261550090472,0.516263077504524
9,2007,"NOVA",0.114449004301517,0.557224502150758
10,2007,"NOVA",0.0814471368054325,0.540723568402716
11,2007,"NOVA",0.134513815467917,0.567256907733959
12,2007,"NOVA",0.165234644946508,0.582617322473254
1,2008,"NOVA",0.0414407485411187,0.520720374270559
2,2008,"NOVA",0.117783177779998,0.558891588889999
3,2008,"NOVA",0.0502696848018223,0.525134842400911
4,2008,"NOVA",0.0235838174529533,0.511791908726477
5,2008,"NOVA",0.0238149225594964,0.511907461279748
6,2008,"NOVA",0.221875091687202,0.610937545843601
7,2008,"NOVA",0.0981321009324441,0.549066050466222
8,2008,"NOVA",0.0195650528876058,0.509782526443803
9,2008,"NOVA",0.0792896389606845,0.539644819480342
10,2008,"NOVA",0.0797653496960285,0.539882674848014
11,2008,"NOVA",0.164746215514635,0.582373107757318
12,2008,"NOVA",0.185275879829445,0.592637939914722
1,2009,"NOVA",0.123893633984205,0.561946816992102
2,2009,"NOVA",0.170733551622584,0.585366775811292
3,2009,"NOVA",0.027633816763864,0.513816908381932
4,2009,"NOVA",0.0203457850123569,0.510172892506178
5,2009,"NOVA",0.0737810189211168,0.536890509460558
6,2009,"NOVA",0.194204733772811,0.597102366886406
7,2009,"NOVA",0.170581916465177,0.585290958232588
8,2009,"NOVA",0.0388378162767748,0.519418908138387
9,2009,"NOVA",0.178494148191885,0.589247074095942
