"month","year","park","ndvi_monthly_mean"
3,2009,"PEIS",-0.0236565527393753
4,2009,"PEIS",-0.0287370454545455
5,2009,"PEIS",-0.0367586087790509
6,2009,"PEIS",0.183104700503483
7,2009,"PEIS",0.127536292854655
8,2009,"PEIS",-0.0300184471536855
9,2009,"PEIS",0.0902674805468749
10,2009,"PEIS",0.0961854397452865
11,2009,"PEIS",0.0603606018311191
12,2009,"PEIS",0.210643475131051
1,2000,"PELE",0.02345
2,2000,"PELE",0.0416
3,2000,"PELE",0.00477
4,2000,"PELE",0.00993000018715859
5,2000,"PELE",0.0387916668251157
6,2000,"PELE",0.0362818181818182
7,2000,"PELE",0.0470909090909091
8,2000,"PELE",-0.00229166670794289
9,2000,"PELE",-0.00557777777777778
10,2000,"PELE",0.00532916666666667
11,2000,"PELE",0.00911428571428572
12,2000,"PELE",0.0319500000751019
1,2001,"PELE",0.033575
2,2001,"PELE",0.0551375
3,2001,"PELE",0.006515
4,2001,"PELE",-0.001405
5,2001,"PELE",-0.0138
6,2001,"PELE",0.0808000004529953
7,2001,"PELE",0.0806124996729195
8,2001,"PELE",0.0119
9,2001,"PELE",0.0664722222222222
10,2001,"PELE",0.00993333335121473
11,2001,"PELE",0.0429476190487898
12,2001,"PELE",0.0974606060606061
1,2002,"PELE",0.02695
2,2002,"PELE",-0.00245
3,2002,"PELE",0.1031
4,2002,"PELE",-0.0134444444444444
5,2002,"PELE",-0.000100000037749608
6,2002,"PELE",0.114199999955483
7,2002,"PELE",0.0204
8,2002,"PELE",0.00239666666666667
9,2002,"PELE",0.0329439394346467
10,2002,"PELE",-0.0160909089854156
11,2002,"PELE",-0.0101423076923077
12,2002,"PELE",0.116933333405008
1,2003,"PELE",-0.00381999923110008
2,2003,"PELE",0.179019230769231
3,2003,"PELE",-0.00574
4,2003,"PELE",-0.0273785714079227
5,2003,"PELE",-0.0109333335486551
6,2003,"PELE",0.06548
7,2003,"PELE",0.0438266666666667
8,2003,"PELE",-0.0188785714253783
9,2003,"PELE",-0.0131875
10,2003,"PELE",-0.01195
11,2003,"PELE",0.0247583332794408
12,2003,"PELE",0.0199750001676381
1,2004,"PELE",-0.0307
2,2004,"PELE",0.0940666666666667
3,2004,"PELE",-0.0176615384427401
4,2004,"PELE",-0.0134333336353302
5,2004,"PELE",-0.0309916666666667
6,2004,"PELE",-0.0162291666666667
7,2004,"PELE",0.0734545455432074
8,2004,"PELE",-0.00513999986067415
9,2004,"PELE",0.00225
10,2004,"PELE",-0.0152958332926035
11,2004,"PELE",0.0314999997239221
12,2004,"PELE",0.0379583333333333
1,2005,"PELE",0.027575
2,2005,"PELE",0.0605299992747605
3,2005,"PELE",-0.0240208334879329
4,2005,"PELE",-0.0212404761904762
5,2005,"PELE",-0.00312857142857143
6,2005,"PELE",0.100333332552513
7,2005,"PELE",0.104616666542159
8,2005,"PELE",-0.0172916666666667
9,2005,"PELE",0.0249703703703704
10,2005,"PELE",-0.0362
11,2005,"PELE",0.0159428571428571
12,2005,"PELE",0.0385181818181818
1,2006,"PELE",0.0133500000510365
2,2006,"PELE",0.026872727609629
3,2006,"PELE",0.0136444444444444
4,2006,"PELE",-0.0304625
5,2006,"PELE",-0.00356666659017404
6,2006,"PELE",0.0330291666595886
7,2006,"PELE",0.0341333333333333
8,2006,"PELE",-0.00296153844503256
9,2006,"PELE",-0.011595000140667
10,2006,"PELE",-0.00638333333333333
11,2006,"PELE",-0.0228333333333333
12,2006,"PELE",0.00179500004902481
1,2007,"PELE",0.0309666665603717
2,2007,"PELE",0.0383555555555556
3,2007,"PELE",-0.0421333333333333
4,2007,"PELE",-0.00646666666008532
5,2007,"PELE",0.00616666666666667
6,2007,"PELE",0.02146875
7,2007,"PELE",0.0216071426136153
8,2007,"PELE",-0.0191999993188307
9,2007,"PELE",0.012325
10,2007,"PELE",-0.0268571428571429
11,2007,"PELE",-5.55554803874663e-05
12,2007,"PELE",0.003325
1,2008,"PELE",0.00337857142857143
2,2008,"PELE",0.0344000000311269
3,2008,"PELE",0.00272857146141884
4,2008,"PELE",-0.00943636363852261
5,2008,"PELE",-0.0154878787878788
6,2008,"PELE",0.0462555563734638
7,2008,"PELE",0.00359285714285714
8,2008,"PELE",-0.0109416666666667
9,2008,"PELE",0.0255611111111111
10,2008,"PELE",-0.00936666694053759
11,2008,"PELE",0.00435238098133178
12,2008,"PELE",-0.027825
1,2009,"PELE",-0.000616666895151134
2,2009,"PELE",-0.0157166666666667
3,2009,"PELE",-0.00654375
4,2009,"PELE",-0.0195
5,2009,"PELE",-0.027657692290384
6,2009,"PELE",-0.01661
7,2009,"PELE",0.0510681818181818
8,2009,"PELE",-0.0129538460963047
9,2009,"PELE",-0.0219499997794628
10,2009,"PELE",0.00205925928839932
11,2009,"PELE",-0.00621190476190476
12,2009,"PELE",0.02714
1,2000,"PRIM",0.231869271128383
2,2000,"PRIM",0.312631199178352
3,2000,"PRIM",0.116996136221586
4,2000,"PRIM",0.14360850741117
5,2000,"PRIM",0.104889665276742
6,2000,"PRIM",0.263031011331011
7,2000,"PRIM",0.301675445370053
8,2000,"PRIM",0.149144314479174
9,2000,"PRIM",0.180830497642096
10,2000,"PRIM",0.148513220113389
11,2000,"PRIM",0.138414363273942
12,2000,"PRIM",0.208877771959428
1,2001,"PRIM",0.153969126766152
2,2001,"PRIM",0.253047141995573
3,2001,"PRIM",0.114984625491053
4,2001,"PRIM",0.20081408659833
5,2001,"PRIM",0.173992318809363
6,2001,"PRIM",0.34642440200719
7,2001,"PRIM",0.219446313263432
8,2001,"PRIM",0.130806415491492
9,2001,"PRIM",0.25715141581895
10,2001,"PRIM",0.125852996339342
11,2001,"PRIM",0.199714398855499
12,2001,"PRIM",0.35761301747116
1,2002,"PRIM",0.15618643302413
2,2002,"PRIM",0.233505405173678
3,2002,"PRIM",0.462575511406553
4,2002,"PRIM",0.0833688071124787
5,2002,"PRIM",0.079171335623065
6,2002,"PRIM",0.380090210048328
7,2002,"PRIM",0.310556963355152
8,2002,"PRIM",0.125313410518063
9,2002,"PRIM",0.223980271335285
10,2002,"PRIM",0.159297348828609
11,2002,"PRIM",0.296238776597694
12,2002,"PRIM",0.415445373344638
1,2003,"PRIM",0.100864673520807
2,2003,"PRIM",0.405663354716417
3,2003,"PRIM",0.0877610989444827
4,2003,"PRIM",0.291068599728722
5,2003,"PRIM",0.134288790545819
6,2003,"PRIM",0.408812029476333
7,2003,"PRIM",0.396036819367821
8,2003,"PRIM",0.0827957590601737
9,2003,"PRIM",0.221595954609666
10,2003,"PRIM",0.222362315298923
11,2003,"PRIM",0.144998597602269
12,2003,"PRIM",0.380759662700411
1,2004,"PRIM",0.328715979031655
2,2004,"PRIM",0.342661270126055
3,2004,"PRIM",0.106058512047854
4,2004,"PRIM",0.146752440555294
5,2004,"PRIM",0.057314463499456
6,2004,"PRIM",0.396421181747672
7,2004,"PRIM",0.360478783683771
8,2004,"PRIM",0.141657506460747
9,2004,"PRIM",0.260839426344619
10,2004,"PRIM",0.107684334999323
11,2004,"PRIM",0.157597485964298
12,2004,"PRIM",0.2899547507769
1,2005,"PRIM",0.186632226239283
2,2005,"PRIM",0.427293052059272
3,2005,"PRIM",0.116556486497664
4,2005,"PRIM",0.34745770077256
5,2005,"PRIM",0.131932451777665
6,2005,"PRIM",0.384436071172039
7,2005,"PRIM",0.194679482302752
8,2005,"PRIM",0.17894889438889
9,2005,"PRIM",0.194935982985115
10,2005,"PRIM",0.121635308348
11,2005,"PRIM",0.091728036204233
12,2005,"PRIM",0.376186864045467
1,2006,"PRIM",0.167301049519316
2,2006,"PRIM",0.504932156277516
3,2006,"PRIM",0.0426597836103811
4,2006,"PRIM",0.258684726183222
5,2006,"PRIM",0.0518189817258561
6,2006,"PRIM",0.344319283240224
7,2006,"PRIM",0.328690639611112
8,2006,"PRIM",0.137890948031198
9,2006,"PRIM",0.288722190755216
10,2006,"PRIM",0.0168595749419306
11,2006,"PRIM",0.277681153693429
12,2006,"PRIM",0.423634999752062
1,2007,"PRIM",0.154169611813806
2,2007,"PRIM",0.296418255073634
3,2007,"PRIM",0.0824052024703827
4,2007,"PRIM",0.0573517835684172
5,2007,"PRIM",0.149492331008133
6,2007,"PRIM",0.31039344941582
7,2007,"PRIM",0.128300575249412
8,2007,"PRIM",0.111198497941104
9,2007,"PRIM",0.254399310105124
10,2007,"PRIM",0.171071661878831
11,2007,"PRIM",0.177528368191767
12,2007,"PRIM",0.286506330484772
1,2008,"PRIM",0.123350832343748
2,2008,"PRIM",0.261789044672899
3,2008,"PRIM",0.0886657961591442
4,2008,"PRIM",0.141185835752432
5,2008,"PRIM",0.10624760799369
6,2008,"PRIM",0.382570549312389
7,2008,"PRIM",0.234268998968027
8,2008,"PRIM",0.0873724944293293
9,2008,"PRIM",0.15535729451998
10,2008,"PRIM",0.103721730582179
11,2008,"PRIM",0.15986908333216
12,2008,"PRIM",0.405648979512828
1,2009,"PRIM",0.286385249829293
2,2009,"PRIM",0.277524656973483
3,2009,"PRIM",0.201708431528978
4,2009,"PRIM",0.174583241288592
5,2009,"PRIM",0.19918071685301
6,2009,"PRIM",0.455452173080745
7,2009,"PRIM",0.314030960855795
8,2009,"PRIM",0.161716326237744
9,2009,"PRIM",0.291844104676282
10,2009,"PRIM",0.069048109575316
11,2009,"PRIM",0.20101252263761
12,2009,"PRIM",0.327795098239752
1,2000,"REVE",0.0677687328566062
2,2000,"REVE",0.267057568814277
3,2000,"REVE",0.0842678469022018
4,2000,"REVE",0.0951648546019363
5,2000,"REVE",0.0576537104457282
6,2000,"REVE",0.17685237534046
7,2000,"REVE",0.0937468528001037
8,2000,"REVE",0.0665788806864943
9,2000,"REVE",0.0784645775077463
10,2000,"REVE",0.100507843409294
11,2000,"REVE",0.166316560238503
12,2000,"REVE",0.214747717040313
1,2001,"REVE",0.0569547619047619
2,2001,"REVE",0.308074149659864
3,2001,"REVE",0.0932536885967004
4,2001,"REVE",0.078323841703348
5,2001,"REVE",0.0950503187830688
6,2001,"REVE",0.200497936469495
7,2001,"REVE",0.114806984131076
8,2001,"REVE",0.0643035572802975
9,2001,"REVE",0.0800265079365079
10,2001,"REVE",0.0763221375622265
11,2001,"REVE",0.124796757488905
12,2001,"REVE",0.328129366332498
1,2002,"REVE",0.0624483219077104
2,2002,"REVE",0.0619445578241053
3,2002,"REVE",0.244412903227335
4,2002,"REVE",0.101917409461153
5,2002,"REVE",0.0679333682363368
6,2002,"REVE",0.235176666519271
7,2002,"REVE",0.126598666666667
8,2002,"REVE",0.0557861606974425
9,2002,"REVE",0.0602679524757972
10,2002,"REVE",0.114802970806994
11,2002,"REVE",0.234725650351369
12,2002,"REVE",0.183231944331123
1,2003,"REVE",0.0501731467571788
2,2003,"REVE",0.255316581623814
3,2003,"REVE",0.0723966369216051
4,2003,"REVE",0.0836557276346844
5,2003,"REVE",0.0706339262454542
6,2003,"REVE",0.297931904761905
7,2003,"REVE",0.132659436507937
8,2003,"REVE",0.0436169148070834
9,2003,"REVE",0.0479983648319163
10,2003,"REVE",0.0918435366193261
11,2003,"REVE",0.144594882358288
12,2003,"REVE",0.203519047764078
1,2004,"REVE",0.106774318039642
2,2004,"REVE",0.20088341543514
3,2004,"REVE",0.0637346070103569
4,2004,"REVE",0.0842956557455462
5,2004,"REVE",0.0559807467606926
6,2004,"REVE",0.21353873015873
7,2004,"REVE",0.131212365086473
8,2004,"REVE",0.0661386947316164
9,2004,"REVE",0.0654066587445626
10,2004,"REVE",0.0646365508167956
11,2004,"REVE",0.155039191417939
12,2004,"REVE",0.149741633520075
1,2005,"REVE",0.0825715880632955
2,2005,"REVE",0.374350365766582
3,2005,"REVE",0.0704537726173946
4,2005,"REVE",0.0840527641275809
5,2005,"REVE",0.0681648892286147
6,2005,"REVE",0.170992032250885
7,2005,"REVE",0.0892809088862904
8,2005,"REVE",0.0604577304187096
9,2005,"REVE",0.0990614748728852
10,2005,"REVE",0.0688764751461989
11,2005,"REVE",0.0996855624518814
12,2005,"REVE",0.160190121703854
1,2006,"REVE",0.0556752513472585
2,2006,"REVE",0.265970408009577
3,2006,"REVE",0.0499383067646979
4,2006,"REVE",0.0658221013892715
5,2006,"REVE",0.0494329014436923
6,2006,"REVE",0.261182698231946
7,2006,"REVE",0.143770706349206
8,2006,"REVE",0.0574590528938249
9,2006,"REVE",0.0733333248567818
10,2006,"REVE",0.0443670531537176
11,2006,"REVE",0.202070251253133
12,2006,"REVE",0.25414824293144
1,2007,"REVE",0.0530773270953176
2,2007,"REVE",0.200275680272109
3,2007,"REVE",0.0589669868575614
4,2007,"REVE",0.0476880096165872
5,2007,"REVE",0.0568878297838039
6,2007,"REVE",0.28386
7,2007,"REVE",0.0867152857796728
8,2007,"REVE",0.0495903942925978
9,2007,"REVE",0.0777914285714286
10,2007,"REVE",0.0874058649706887
11,2007,"REVE",0.0789912777935116
12,2007,"REVE",0.178507936555639
1,2008,"REVE",0.0583380476190476
2,2008,"REVE",0.210289408868926
3,2008,"REVE",0.0794724680133575
4,2008,"REVE",0.0577629447484046
5,2008,"REVE",0.0656185307354408
6,2008,"REVE",0.174466666554681
7,2008,"REVE",0.0869522222016935
8,2008,"REVE",0.0607617281105991
9,2008,"REVE",0.0503651428571429
10,2008,"REVE",0.0653478369678641
11,2008,"REVE",0.144867539578236
12,2008,"REVE",0.273100680272109
1,2009,"REVE",0.0647838095373327
2,2009,"REVE",0.258770578081105
3,2009,"REVE",0.0960518774026305
4,2009,"REVE",0.0709776070691435
5,2009,"REVE",0.0700802156476049
6,2009,"REVE",0.259811904701657
7,2009,"REVE",0.127516309523809
8,2009,"REVE",0.0640038086304449
9,2009,"REVE",0.077794158883339
10,2009,"REVE",0.0443160806931968
11,2009,"REVE",0.111098875812898
12,2009,"REVE",0.31114955538544
1,2000,"THIS",0.110675592604821
2,2000,"THIS",0.311185695571332
3,2000,"THIS",0.0143900824771634
4,2000,"THIS",0.0148754152964757
5,2000,"THIS",0.00726245948270963
6,2000,"THIS",0.311749956017022
7,2000,"THIS",0.265969816526611
8,2000,"THIS",0.0992908554555551
9,2000,"THIS",0.182929371615313
10,2000,"THIS",0.056518617625613
11,2000,"THIS",0.12430071169501
12,2000,"THIS",0.30931529005566
1,2001,"THIS",0.159489539951878
2,2001,"THIS",0.359228546418567
3,2001,"THIS",0.0298030644470844
4,2001,"THIS",-0.00402545139209531
5,2001,"THIS",-0.00876051081108434
6,2001,"THIS",0.35610757660876
7,2001,"THIS",0.376047998828072
8,2001,"THIS",0.0113565117622731
9,2001,"THIS",0.279763070494865
10,2001,"THIS",0.122494486249568
11,2001,"THIS",0.222659099752662
12,2001,"THIS",0.342463781746032
1,2002,"THIS",0.0132498294413919
2,2002,"THIS",0.161519631914335
3,2002,"THIS",0.371203809381603
4,2002,"THIS",0.00683483042447746
5,2002,"THIS",-0.00852235413877084
6,2002,"THIS",0.372249021017697
7,2002,"THIS",0.292457017884077
8,2002,"THIS",0.0645125098265113
9,2002,"THIS",0.252983143139093
10,2002,"THIS",0.0365246388416249
11,2002,"THIS",0.203353895032255
12,2002,"THIS",0.313549512131182
1,2003,"THIS",0.0934027441543545
2,2003,"THIS",0.344302247400163
3,2003,"THIS",0.0451978613337959
4,2003,"THIS",-0.0201240098576626
5,2003,"THIS",-0.00806725635548532
6,2003,"THIS",0.320165780345472
7,2003,"THIS",0.348328199229692
8,2003,"THIS",-0.00462952971079295
9,2003,"THIS",0.175345301822355
10,2003,"THIS",0.0655969520863124
11,2003,"THIS",0.131568883992611
12,2003,"THIS",0.282963480286623
1,2004,"THIS",0.145803273797954
2,2004,"THIS",0.241140863991485
3,2004,"THIS",-0.00612564864488332
4,2004,"THIS",-0.0251380025960769
5,2004,"THIS",-0.00036060568545599
6,2004,"THIS",0.246229847401781
7,2004,"THIS",0.402323146575851
8,2004,"THIS",0.0379500453562148
9,2004,"THIS",0.23067822600602
10,2004,"THIS",0.0918923165044983
11,2004,"THIS",0.186265243389723
12,2004,"THIS",0.3605303466207
1,2005,"THIS",0.133618171730231
2,2005,"THIS",0.339930314832223
3,2005,"THIS",0.00878065774522879
4,2005,"THIS",-0.0146208011806121
5,2005,"THIS",-0.00809492470841461
6,2005,"THIS",0.37319888461108
7,2005,"THIS",0.31987430677956
8,2005,"THIS",0.00071873699355672
9,2005,"THIS",0.211496315054448
10,2005,"THIS",0.077834842580622
11,2005,"THIS",0.114979914009193
12,2005,"THIS",0.370090988562092
1,2006,"THIS",0.184018282033384
2,2006,"THIS",0.372791274697217
3,2006,"THIS",0.0414814026367371
4,2006,"THIS",0.0229367988432238
5,2006,"THIS",-0.00312601346404135
6,2006,"THIS",0.350187537211263
7,2006,"THIS",0.251024550887022
8,2006,"THIS",0.0757344789419699
9,2006,"THIS",0.237130559318581
10,2006,"THIS",0.0519012244022318
11,2006,"THIS",0.135664054505135
12,2006,"THIS",0.194301958955857
1,2007,"THIS",0.0801123041855484
2,2007,"THIS",0.38840387454982
3,2007,"THIS",-0.0164261658910876
4,2007,"THIS",-0.00546469988767931
5,2007,"THIS",0.0133502991584319
6,2007,"THIS",0.325460058608059
7,2007,"THIS",0.437656676184036
8,2007,"THIS",0.0349110415507151
9,2007,"THIS",0.292180256535948
10,2007,"THIS",0.100949790676865
11,2007,"THIS",0.195945908192356
12,2007,"THIS",0.353038846763382
1,2008,"THIS",0.162976149770164
2,2008,"THIS",0.327275214042725
3,2008,"THIS",0.00380993279087761
4,2008,"THIS",-0.0110192937963594
5,2008,"THIS",-0.00404138770622167
6,2008,"THIS",0.360791318838928
7,2008,"THIS",0.385093580724932
8,2008,"THIS",-0.0209694904944834
9,2008,"THIS",0.266672489747181
10,2008,"THIS",0.0796843724135987
11,2008,"THIS",0.227443846718675
12,2008,"THIS",0.325168356159772
1,2009,"THIS",0.154271669252216
2,2009,"THIS",0.366660168750221
3,2009,"THIS",-0.00643971383534239
4,2009,"THIS",-0.00456196190976391
5,2009,"THIS",-0.0139527220727595
6,2009,"THIS",0.289516425669186
7,2009,"THIS",0.326351980275444
8,2009,"THIS",0.104920783319651
9,2009,"THIS",0.276885171330986
10,2009,"THIS",0.142457326530068
11,2009,"THIS",0.0943554679038282
12,2009,"THIS",0.370109284910831
1,2000,"WAPU",-0.017134671325811
2,2000,"WAPU",0.262763073595816
3,2000,"WAPU",-0.0395711744225502
4,2000,"WAPU",-0.0300377377791442
5,2000,"WAPU",-0.0340960207574425
6,2000,"WAPU",0.213349278953543
7,2000,"WAPU",0.135147220058326
8,2000,"WAPU",-0.0198483045133326
9,2000,"WAPU",0.0133823401165875
10,2000,"WAPU",-0.0300940395391555
11,2000,"WAPU",0.0224523825124243
12,2000,"WAPU",0.108127967315733
1,2001,"WAPU",-0.0519272174948269
2,2001,"WAPU",0.210863344443885
3,2001,"WAPU",-0.0396451397431693
4,2001,"WAPU",-0.0449566281869107
5,2001,"WAPU",-0.0355816835095892
6,2001,"WAPU",0.238818475516233
7,2001,"WAPU",0.207495267256544
8,2001,"WAPU",-0.0430145586784547
9,2001,"WAPU",0.0834715213735636
10,2001,"WAPU",-0.0197211310677132
11,2001,"WAPU",0.0468705908301038
12,2001,"WAPU",0.185526957571866
1,2002,"WAPU",-0.0393294747356507
2,2002,"WAPU",-0.0370845845359572
3,2002,"WAPU",0.121871149422198
4,2002,"WAPU",-0.0422155031767039
5,2002,"WAPU",-0.0435524546955046
6,2002,"WAPU",0.238073369411549
7,2002,"WAPU",0.0913330120095413
8,2002,"WAPU",-0.049486587400842
9,2002,"WAPU",-0.0362512767410493
10,2002,"WAPU",-0.0386173528152935
11,2002,"WAPU",0.0270212488064678
12,2002,"WAPU",0.0342234529849124
1,2003,"WAPU",-0.0497557628792591
2,2003,"WAPU",0.198862532792219
3,2003,"WAPU",-0.0410613710123951
4,2003,"WAPU",-0.042808844971557
5,2003,"WAPU",-0.0478492021021589
6,2003,"WAPU",0.297118237147614
7,2003,"WAPU",0.140392035690612
8,2003,"WAPU",-0.0497090487143508
9,2003,"WAPU",0.0455705763566506
10,2003,"WAPU",-0.038514236300137
11,2003,"WAPU",0.00113765811910634
12,2003,"WAPU",0.115284025563572
1,2004,"WAPU",-0.0323118426193427
2,2004,"WAPU",0.162894183906413
3,2004,"WAPU",-0.0393873102203034
4,2004,"WAPU",-0.039649815374353
5,2004,"WAPU",-0.0287247912683818
6,2004,"WAPU",0.178585244840882
7,2004,"WAPU",0.059284775755163
8,2004,"WAPU",-0.0411580948221026
9,2004,"WAPU",-0.0237448677357986
10,2004,"WAPU",-0.0380108129358645
11,2004,"WAPU",0.0308879863532588
12,2004,"WAPU",0.142534733550192
1,2005,"WAPU",-0.045401274589184
2,2005,"WAPU",0.148925926874343
3,2005,"WAPU",-0.0318369909096058
4,2005,"WAPU",-0.0417723163187465
5,2005,"WAPU",-0.0396004175507945
6,2005,"WAPU",0.152321021781224
7,2005,"WAPU",0.183211742044777
8,2005,"WAPU",-0.0379215956662928
9,2005,"WAPU",0.0343766772859074
10,2005,"WAPU",-0.0315083877816464
11,2005,"WAPU",0.0878581518156345
12,2005,"WAPU",0.0668276565590682
1,2006,"WAPU",-0.00118983246038917
2,2006,"WAPU",0.219092841074381
3,2006,"WAPU",-0.0487954310509717
4,2006,"WAPU",-0.0407701193367016
5,2006,"WAPU",-0.0459289442103912
6,2006,"WAPU",0.158705739596753
7,2006,"WAPU",0.198098984091537
8,2006,"WAPU",-0.035081035130575
9,2006,"WAPU",0.0675309025810198
10,2006,"WAPU",-0.0420722993772701
11,2006,"WAPU",-0.0179650592139727
12,2006,"WAPU",0.154653742140126
1,2007,"WAPU",-0.0445999682459549
2,2007,"WAPU",0.147572986918201
3,2007,"WAPU",-0.0455842367496013
4,2007,"WAPU",-0.0454322946654563
5,2007,"WAPU",-0.048158071584922
6,2007,"WAPU",0.190243148683912
7,2007,"WAPU",0.106958757338637
8,2007,"WAPU",-0.0352852097441129
9,2007,"WAPU",0.0417843138577338
10,2007,"WAPU",-0.0398632075884623
11,2007,"WAPU",0.0597145094087641
12,2007,"WAPU",0.0796691095518602
1,2008,"WAPU",-0.0391847795967949
2,2008,"WAPU",0.236848657168875
3,2008,"WAPU",-0.0470680375471614
4,2008,"WAPU",-0.0414030246814976
5,2008,"WAPU",-0.0462976820464829
6,2008,"WAPU",0.222304385346998
7,2008,"WAPU",0.162575779481007
8,2008,"WAPU",-0.0338848153755986
9,2008,"WAPU",-0.0232022839467916
10,2008,"WAPU",-0.0406169930234618
11,2008,"WAPU",0.0526977055574011
12,2008,"WAPU",0.0816969868589535
1,2009,"WAPU",-0.0387067333367935
2,2009,"WAPU",0.191313501295411
3,2009,"WAPU",-0.0445471979659107
4,2009,"WAPU",-0.0384162949585757
5,2009,"WAPU",-0.0482598307560205
6,2009,"WAPU",0.112749656972446
7,2009,"WAPU",0.0336598552239078
8,2009,"WAPU",-0.0362217243209005
9,2009,"WAPU",-0.0248938255886702
10,2009,"WAPU",-0.0403562887484454
11,2009,"WAPU",0.00715472947319844
12,2009,"WAPU",0.14306306677271
1,2000,"WATE",0.14319904546385
2,2000,"WATE",0.359366286872245
3,2000,"WATE",0.118669834353571
4,2000,"WATE",0.0842484723117143
5,2000,"WATE",0.130905145586484
6,2000,"WATE",0.397828487903226
7,2000,"WATE",0.194801284893268
8,2000,"WATE",0.0925581212881656
9,2000,"WATE",0.196993754016809
10,2000,"WATE",0.14937718983959
11,2000,"WATE",0.246792349864645
12,2000,"WATE",0.2332710386597
1,2001,"WATE",0.032677168956044
2,2001,"WATE",0.414336830357143
3,2001,"WATE",0.128346584997101
4,2001,"WATE",0.0591369866143444
5,2001,"WATE",0.131237711827442
6,2001,"WATE",0.413815729354527
7,2001,"WATE",0.306634062720003
8,2001,"WATE",0.0832382056451613
9,2001,"WATE",0.197598125
10,2001,"WATE",0.138951473237833
11,2001,"WATE",0.231153958388049
12,2001,"WATE",0.3229428125
1,2002,"WATE",0.0850351778513825
2,2002,"WATE",0.0421024448799098
3,2002,"WATE",0.315019059091735
4,2002,"WATE",0.175398100977252
5,2002,"WATE",0.10517676439154
6,2002,"WATE",0.417919062576554
7,2002,"WATE",0.219406902777778
8,2002,"WATE",0.0200417605359001
9,2002,"WATE",0.0824896183475027
10,2002,"WATE",0.15201373425728
11,2002,"WATE",0.177116468413978
12,2002,"WATE",0.280104583337725
1,2003,"WATE",0.0953485919201737
2,2003,"WATE",0.272893415164933
3,2003,"WATE",0.125863696281054
4,2003,"WATE",0.066081548168975
5,2003,"WATE",0.140334520440485
6,2003,"WATE",0.470254375
7,2003,"WATE",0.309457104166667
8,2003,"WATE",0.0777456482531052
9,2003,"WATE",0.15150256944426
10,2003,"WATE",0.0713245110856091
11,2003,"WATE",0.246770722492083
12,2003,"WATE",0.25078955760781
1,2004,"WATE",0.158757342685742
2,2004,"WATE",0.268402085650723
3,2004,"WATE",0.120378714106959
4,2004,"WATE",0.0836361582040843
5,2004,"WATE",0.0753354051670632
6,2004,"WATE",0.356204923611111
7,2004,"WATE",0.21156883398596
8,2004,"WATE",0.10821594398922
9,2004,"WATE",0.120013490726228
10,2004,"WATE",0.147952560984752
11,2004,"WATE",0.19318101382077
12,2004,"WATE",0.285751698924731
1,2005,"WATE",0.0989046066539983
2,2005,"WATE",0.393901002985947
3,2005,"WATE",0.118014776281637
4,2005,"WATE",0.12454512624808
5,2005,"WATE",0.0955386536751641
6,2005,"WATE",0.44132424973147
7,2005,"WATE",0.193608847260975
8,2005,"WATE",0.0923107049947971
9,2005,"WATE",0.242420641066939
10,2005,"WATE",0.150271319424805
11,2005,"WATE",0.20075193884053
12,2005,"WATE",0.314227645833333
1,2006,"WATE",0.12354578342266
2,2006,"WATE",0.402290667848177
3,2006,"WATE",0.120448085631846
4,2006,"WATE",0.0797854975275178
5,2006,"WATE",0.116947878409243
6,2006,"WATE",0.494459479157813
7,2006,"WATE",0.30518375
8,2006,"WATE",0.0514501041789075
9,2006,"WATE",0.246821847941667
10,2006,"WATE",0.0785920953218778
11,2006,"WATE",0.147399416597145
12,2006,"WATE",0.273868645753994
1,2007,"WATE",0.0861673958584595
2,2007,"WATE",0.334513727678571
3,2007,"WATE",0.0934321505277767
4,2007,"WATE",0.0502757589132673
5,2007,"WATE",0.0865423574996725
6,2007,"WATE",0.458344479166667
7,2007,"WATE",0.393987291927263
8,2007,"WATE",0.0977467741639113
9,2007,"WATE",0.208889880401235
10,2007,"WATE",0.162393835000505
11,2007,"WATE",0.223818208489084
12,2007,"WATE",0.277163958328068
1,2008,"WATE",0.078317372311828
2,2008,"WATE",0.374028340267202
3,2008,"WATE",0.068749563281145
4,2008,"WATE",0.0366372241910707
5,2008,"WATE",0.0821349312066317
6,2008,"WATE",0.430605104316818
7,2008,"WATE",0.340148978422314
8,2008,"WATE",0.066827678715598
9,2008,"WATE",0.129638721326165
10,2008,"WATE",0.154020313340565
11,2008,"WATE",0.261079687635232
12,2008,"WATE",0.373186049107143
1,2009,"WATE",0.058159854864931
2,2009,"WATE",0.349040736336274
3,2009,"WATE",0.0670051004227568
4,2009,"WATE",0.0769192908653846
5,2009,"WATE",0.0834498306494248
6,2009,"WATE",0.397525633285561
7,2009,"WATE",0.305189375
8,2009,"WATE",0.0507998991884471
9,2009,"WATE",0.139870000064104
10,2009,"WATE",0.135101018771063
11,2009,"WATE",0.0791447916666667
12,2009,"WATE",0.431320137759032
1,2000,"WOOD",0.12644643907676
2,2000,"WOOD",0.263373519350409
3,2000,"WOOD",-0.0126208636300576
4,2000,"WOOD",0.0119578686425944
5,2000,"WOOD",-0.0118737092696979
6,2000,"WOOD",0.310272316418329
7,2000,"WOOD",0.213636405881086
8,2000,"WOOD",0.050164372425814
9,2000,"WOOD",0.153512463582175
10,2000,"WOOD",0.0153278928773762
11,2000,"WOOD",0.0708851984090781
